Name,Ratings,Review
MarkBecca,5.0 out of 5 stars,"I like the size and weight of the Kindle - it is easy on my wrist and (suspiciously) light.
The screen is easy to read, with no glare even in high lighting; the brightness of the screen is easily adjustable and I like that I can invert the black/white (inverted makes for better nighttime reading for me personally).
Browsing for new books is a bit of an adjustment as the screen is not fluid as smartphones and tablets are- but I like that it has a simple up/down for scrolling through the store and a simple side-screen touch for 'turning pages' while reading.
Adjusting the size of the text is very simple (pinch or splay).

Hopefully I never have to test the waterproof feature, but I am excited to take it on vacation to Florida this spring and not have to worry about it."
Florence Anne,2.0 out of 5 stars,"this is our kindle #4 of five -- but we have purchased seven actually -- a couple for gifts -- so this one has issues -- it has to be charged daily, it turns on if it is picked up or is being carried or if the table it's on is bumped or not bumped -- it shuts down all the way and reboots itself often -- so I know amazon will do right by us -- they always do --"
Deb Mattia,1.0 out of 5 stars,"I was very excited to order this for the sale price of $89.99. It is a beautiful device with a crisp, clear, and responsive screen. It is also very light and easy to use. However, the battery would not hold a charge. It was charged to 100% and after ~8 hours of no use, when I wanted to use it, the battery was only at 90%. So I returned it and will go back to my Nook Glowlight 3 which has a battery that lasts many days, even after reading for hours at a time. Very disappointing."
Amazon Customer,3.0 out of 5 stars,"I bought this one to listen to my audiobooks. To my great disappointment, the Bluetooth function of this one doesn't work well. I usually use my Airpod for my new kindle paperwhite. Each time I try to connect my Airpod to my kindle, It is failed so I have to try again and again... several times. Now I give up listening to my audiobooks with my kindle and go back to the Audible App on my iPad or my mobile phone.
I should have bought the previous generation of the kindle paperwhite!"
Kindle Customer,4.0 out of 5 stars,"Being the only electronic device I can read in the sun is the first best thing. Second being waterproof I can now feel confident on a pool float, and that's worth the price. The only th is I don't like is the way you have to bookmark, one click is usually the norm. I don't like having 20 click on the little x to get the bookmark on and off."
Baigalimaa,5.0 out of 5 stars,"I have never used Kindle before. This was my first kindle. And i absolutely love it. I have never read so many books before. It is very light weight, easy to carry with me. Whenever i have time to read I just take it out my purse and can read. Easy on the eyes ."
Jean K.,5.0 out of 5 stars,"This is so awesome as I have plenty of room for all my books and I feel the waterproof is a great addition to this kindle, especially if you have little ones, as accidents do happen. I am sure that anyone who purchased kindles in the past will enjoy this one as well."
kc lady,5.0 out of 5 stars,"While I've only had my new 2018 Paperwhite for a week, I've noticed I can download books MUCH faster than I could with my old Paperwhite. However, interested people should note that it is slightly smaller than the older model, therefore, it is important to order a 2018 Paperwhite version for any cover you'd like to purchase. The ""old"" covers (pre-2018 10th Generation) are too big and cannot be used."
Kindle Customer,5.0 out of 5 stars,I ordered a Paperwhite from the previous release and sent it back after a few days. The page turning was choppy and distracting and the built in lights only lit the edge of the screen. The center was dingy. This one (version 10) is great! The problems have been corrected and the Kindle is once again a pleasure to use. Very happy with purchase!
utah5654,1.0 out of 5 stars,"Hate it!!!!
I don’t know what amazon did but now all of my books are showing up on my home page and not inside the collection folders!!!!!
I’m so UPSET! Idk what I have read already because the collection folders do not work properly!!! I have 363 books on my kindle and they are all over the place and not organized anymore!!!"
Vivian Zuniga,5.0 out of 5 stars,"I wish I bought this product sooner! Works great & highlighting/taking notes is so easy...it gives you the option to list the passages highlighted and takes you to that page. Battery life is really long, I’ve only had it for 5 days and have read for many many hours and battery is barely at 45%. Its helpful that you can get a definition of a word or translation by highlighting it. I highly recommend!"
MJ,3.0 out of 5 stars,"My new Kindle works great, but it was cumbersome setting up. I had to call support and they had to do some type of update that took awhile. I could have never done it myself. Also, my biggest gripe is the cost. I asked my kids to get me a new Kindle for my birthday. My old one did not have any lighting, so I wanted one with lighting. I was shocked at the price when I looked it up - embarrassed that I asked for it after I found out how much it cost. Also, what do I do with my old Kindle? I asked and the Kindle assistant said to use one in the day and one at night. I don't really need two!"
Skiswife,5.0 out of 5 stars,"Maybe I just read a LOT, but the battery (while better than previous versions) seems to drain a little faster than advertised.

In any case, I love my Paperwhite, just like I love my Fire tablet. The bonus of a Paperwhite is that I can ""check out"" and use it EXCLUSIVELY for reading - No interruptions."
Luis F. Reyes,5.0 out of 5 stars,"I loved this Kindle, that I never really enjoyed on my iPad. This is easier to read and carry. The only problem is the ilustrations, pictures and graphs look horrible."
Amazon Customer,2.0 out of 5 stars,"This Kindle is clearly designed for a child. As an average size adult male, this little device was like a child's toy in my hands and there was no way to hold it comfortably. The small screen was not good to read on and I have returned this item. It in no way replicates reading a book in size or feel. I liked my old school Kindle much better."
Guy fanelli,5.0 out of 5 stars,"This is my first ever kindle. I noticed a lot of people complain about the battery life. Yes, the kindle will not last for eternity while connected to wifi or other things, BUT GUESS WHAT, you can put the kindle in airplane mode to make the battery last as advertised. And then when you want to download another book, YOU CAN TURN THE AIRPLANE MODE OFF. *mind blowing*

I love this product though. Have not tested the waterproof feature (and dont intend to), but the backlight addition to kindles is awesome. I have no problems reading anywhere."
Dan Rockel,1.0 out of 5 stars,"I have purchased a lot from Amazon. This is my first bad rating. I have, in the past, purchased two other kindle whites for gifts and they have been awesome. This one has been horrible. The battery from the day I got it has been horrible. it might last a week and a half before it dies. I just bought it in August of 2019. So, being under warranty, I asked for a replacement. It was a non stop battle. They even told me just to switch batteries with the one my wife has. Hers is older and the battery life can hold up to six months and she uses it constantly. Still no replacement, just told me to let it die out and do it again. HORRIBLE customer service. I do not suggest buying from them."
PeteNJ,5.0 out of 5 stars,"To be fair, I could only use the Fire HD in the dark. Any ambien light produced too much glare for my old eyes. I'm very pleased with the visual performance of my new PaperWhite. There is nothing to adjust when I move from a dark setting to a bright one. One thing that annoys me though is how slow the page turn is when compared to my old Fire HD."
Mary Lyn,4.0 out of 5 stars,The extra storage and longer lasting charge are good. But I can't get my favorite solitaire game on it.
Char,5.0 out of 5 stars,"Really like this for reading. It's small enough to fit easily in a purse but print is crisp and large enough (also font adjustable). It's my first paperwhite. I bought it in punch red!
Everything is in black and white (no color) or interactive videos but that's what also makes the battery last a long time."
JohnKae,1.0 out of 5 stars,"I have tried everything to get the device to turn on but will not and customer service is useless. If you want a device that just shows a picture of a dead battery then this is for you. They will not replace it because I am 2 weeks out of warranty. I bought it for my wife for christmas last year and have read 2 books on it for a total of $180. Apparently if you let the device go completely dead you cannot recharge it and its done for. Do yourself a favor, visit your local library and save some money. As a matter of fact SUPPORT your local library."
Star*,2.0 out of 5 stars,"If you do not need a new paperwhite do NOT buy the 2018 version, and if you need decent customer service FORGET IT. Amazon basically has a corner on the market so it doesn't need to actually improve its devices when offering a new one. I am particularly annoyed with the smaller-than-before menu bar, since one of the reasons I use a kindle is the easy-to-read font size. I find the new keyboard equally frustrating as the 'keys' often don't work without several hits, and again, the size issue. I asked for a replacement due to several functionality issues, was put off by condolences and ineffectual offers at help, finally given the go-ahead to send mine in for a replacement, and instead was sent a so-called repair job. I really wish I had not purchased this model but now I'm stuck with it."
Shannon Bridges,5.0 out of 5 stars,"I was looking for something I could read my books on without the distractions of social media, texts, emails.... I personally love the new paper white. It’s really easy to read books on it. Its a lot easier on my eyes then some of the other devices I’ve read on. It’s great having all my books with me wherever I go. It seems well built and durable. Battery life is good. I read 4-6 hours daily and it will last 7-8 days between charging. I also got the water safe fabric cover and love it too. It looks great on the kindle. I love that I can read in the bath or at the pool. Only issues I’ve had so far is that there’s a slight delay when you turn page sometimes it’s not bad just a little annoying. And there’s a slight delay going through all your books when looking for a new one to read. Overall I’m happy and have no regrets buying it."
S. Cawelti,2.0 out of 5 stars,"I traded in my old Paperwhite for this model, and bought it without a cellular connection. Mistake. I’ll use it as a wi-fi only device but won’t buy another without cellular. It doesn’t consistently update, and downloading is problematic so much of the time. My mistake, really—device is fine, and I used it a lot, with the perfect size for carrying it everywhere. But connection needs to be both wi-fi and cellular."
Dee K.,4.0 out of 5 stars,"The battery life doesn't seem as long as my previous paperwhite, but it's still very good. The only issue I have with thus new one, is I turn it off by accident all the time! The button must be dufferent or something. As I am reading, I guess it's how I hold it, it just turns off. Otherwise, its great."
Shan,5.0 out of 5 stars,"I love how small and compact this Kindle is. It being waterproof is definitely a plus for me because I can be a bit clumsy but also because I like to read while taking a bath some times. When they say a glare-free screen, they're not kidding! Even with the back light on, I was still able to read the screen with the sun shining directly on it. Very happy with my purchase!"
NutellaBabe,5.0 out of 5 stars,"I have had this device for a bit over a month now. It's an upgrade from my prior Kindle from 2013. I wanted the backlit feature so can read in the dark.
There are a lot of updated features which don't particularly impact my reading experience but they are nice to see/have.

It's very light and portable. Good buy on Prime day!"
Amazon Customer,5.0 out of 5 stars,"Better light, love the weight - especially after trying to use a heavy book. I read it faster - print can be adjusted so my eyes don't have to strain. Kids bought the original for me but decided it was time for a new one. Like it better than trying to read on my phone - battery life is fantastic for traveling."
Felipe A.,1.0 out of 5 stars,Its a truly dirt move from amazon to send me unwanted ads through kindle. There used to be pretty images instead but amazon changed it without my permission and now I cant prevent the ads from appearing. Really abusive and client-disrespectful move
txfem,3.0 out of 5 stars,"My new Kindle Paperwhite is a bit disappointing. Description says the battery lasts for weeks, not days. Most of the time my battery doesn't even last a week and I am not a heavy reader. The battery in my first Paperwhite did indeed last for weeks on a full charge. This is also described as the thinnest Paperwhite. Perhaps the battery is too thin. Just disappointed."
jill whitney,4.0 out of 5 stars,"Like: everything Dislike: Where is my library? My old paperwhite had to be charged every nite, but this one was working then it seemed to quit shortly after being charged. I was able to load some books that I had bought and didn't seem to be on new kindle. I hadn't read them yet and they were in my Library. I am working on solving the charging problem (bad wire or plug?) Kindle currently charging but I can't get in to continue reading. I'm 84 and not as quick a learner as I used to be. I need to get used to it. I use it constantly and love it. Can't find The Hallows by Methos,backlash by Thor, Vines by Rice, Final Reckoning by Bailey, & One Good Deed by Baldacci."
B. King,3.0 out of 5 stars,"Overall UI experience sluggish, noticeable delay responding to user gestures. Hopefully this can be addressed with a software update."
Amazon Customer,5.0 out of 5 stars,"This is simply a stellar product. It weighs next to nothing, has exceptional battery life (provided you don’t have the lighting turned all the way up), is durable, and does its job very very well. I love being able to hold it in only one hand. I have some joint issues so heavy books can cause an issue for me (King’s “It” for example). I’ve seen some negative review for the new paperwhite and I just don’t understand. Perhaps their experiences or expectations are/were different from that of my own. For me at least, I can say enough good things about this device."
Susan G.,5.0 out of 5 stars,"My second paper white. Thought I had lost my first one so finally ordered another- then of course found the first three weeks later. Fired up right away. My kids will use it now. I use my kindle at night, traveling, on planes, at the beach, waiting for appointments, my constant companion. I also read print and paper books. Enjoy both."
J. Hilburn,5.0 out of 5 stars,I have been a long time holdout to digital reading devices - until now. Recently went through a process of culling my bookshelves and this is now my “book” of choice. The paperwhite is user friendly and easy to read. It’s also lightweight and very potable. Will allow me to indulge my book addiction and my desire for simplicity and minimalism.
ML,4.0 out of 5 stars,"My old kindle was did not have enough memory, could not support my audio books, and was not as good a holding a charge- so I bought this as an upgrade. Syncing with my account was seamless- perfect!!! The screen seems to be to dark or too bright, I'm having a hard time finding the right setting. The battery life seems to be the same. The touch screen is much more responsive."
Jazzy Woman,5.0 out of 5 stars,I returned a gen 3 version (light built into the cover which you had to extend & keyboard on kindle) to receive a credit & 25% discount towards a new version. It's obviously lighter and smaller and a great touch screen which I'm still getting used to. Fits nicely into a handbag (Michael Kors size). Easy to get started. Best feature for me is the built in light which makes it easier reading in bed & when traveling.
Teri C.,5.0 out of 5 stars,I read 4/5 hrs a day. Battery life last 3 days. I switched from a nook and absolutely love my kindle. Books are easily downloaded and pricing is comparable to other online book stores. The one thing I am not happy with is the on button being at the bottom of the kindle. It is easily put in sleep mode if I move to adjust my reading. I would like to see it on the upper side of the device. All in all very happy with it.
Fran,4.0 out of 5 stars,"I liked the old Kindle because it was so user friendly. Could move the books you've read into a 'read' file, leaving only those unread books on the home page. The Paper white jumbles them all together so that you have to look for books in your files that you have not read. Also a list of books showing titles and author is easier to read than pictures with the titles obscured, hard to read."
Cash99,5.0 out of 5 stars,"I love this Kindle. This is our third kindle.this one is my grandson's he is 11.He uses it every night.we have loves it so much.it is a much better choice for reading.
The Kindle previous version. is great for reading in bright day time. Not so good in the darkwe do most of our reading at night.So while both are good the paper white is better for us. I also like that the Kindle doesn't have blue light to keep from falling to sleep"
Squish,4.0 out of 5 stars,"I moved to the waterproof kindle as I like to read it in damp places (bought for me as a gift) - backpacking, hot tubs, and under the eaves while it rains. I also, of course, read in bed. Love my waterproof Kindle but for two things -
1) power button on the bottom - I can not count how many times I've shut off the kindle while reading in bed with it braced with my right hand holding it for page turning and bracing. Put it up on top, imho!
2) battery life isn't as good as my older generation device - I've had to reset it once as power was draining in a half day. still drains seemingly faster, but it's acceptable now. I haven't done a real side by side with the older one."
Courtney,5.0 out of 5 stars,"Great battery life and screen! It’s the perfect size to fit in my purse and carry with me.

Only complaints is when I try to connect my Bluetooth headphones to listen to my Audible reads the quality is very staticy and bad. Not sure if it’s my headphones or the kindle but I don’t have that problem with listening paired with my phone. Not a big deal since I usually read rather than listen but just thought it would be good to know.

Also, the lock screen ALWAYS shows advertisements of books. A lot of times people will see the ad and think that’s the book I’m reading which isn’t always a positive thing depending on the advertisement."
bobopercy,4.0 out of 5 stars,"From my middle school, I have been a big fan of Kindle and using it almost every day. This newest version is a good choice for people who have PW2 and the former version to change. Unless you want to experience the ultimate experience with Oasis, this PW4 is your best choice.

One thing I feel bad about Amazon, they delivered my Kindle with a WHOLE package of IZZE water and my kindle was pressed under the 24 bottles of water without any protection. Even though this kindle wasn't damaged for now, it still made me feel bad and worry about if there may exist some problem later. :( Hope Amazon won't do it again"
ALEXA,5.0 out of 5 stars,"Wow. I have been converted from someone who ""likes to hold, turn pages, and smell books"" to a ""kindle only"" person. The paperwhite is truly incredible and the battery lasts forever. It is super thin and light, perfect for commuting or reading at home. My *only* complaint is that there is a teeny tiny lag when you click to go to the next page."
Barbara G. Harris,3.0 out of 5 stars,I have owned Kindles since they first came out. The things I like about this paperwhite: thin profile and lightweight design. What I don’t like about it: it seems to take a long time to respond when looking up a word in the dictionary or switching between two books. The worst thing about it is having the power button on the bottom of the device! I hope in future versions they would put it anywhere else except the bottom of the device.
Diane W. Kryszczuk,5.0 out of 5 stars,"I read a lot and I love the new paper white waterproof kindle. The Battery lasted almost a week if you turn off WiFi. The screen is bright and I love that you can turn the light down. I read in my pool everyday and love the fact that if it gets splashed it will be fine.
I recommend this kindle for people that read outdoors."
Sonoma Mann,2.0 out of 5 stars,"The ""Paperwhite"" Kindle e-reader is a device that time forgot. It .has a small, sad, dim gray screen floating in the middle of a mini-tablet-sized device, surrounded by inches of unusable bezel. It works well in the Amazon ecosystem, but so do the free and excellent Kindle apps for phones, tablets, and desktops/laptops. I am hugely disappointed. Battery life is stellar though."
Ao,5.0 out of 5 stars,"Im usually a physical book kind of girl, but carrying so many books became heavy & strenuous. I did my research and found the paper white to be the closest option to an actual book & I am very impressed! Absolutely love it and would recommend. As you can see with the picture attached it really looks like a page from a book. It’s not strenuous on your eyes either no blue light but still perfect for reading in the dark."
rita franco palazzo,5.0 out of 5 stars,"I have been an avid reader for many years (I’m 79) and having as many as I had definitely took up lots of space it was an easy switch to an e-reader.
As the years progressed my hands have not been so kind. Switching to an e-reader (this one is my fourth) has given me easy access to something that I enjoy and purchasing books through the different venues a blessing.
I even save money because prices are definitely cheaper than hard cover or paperback books."
Chad,4.0 out of 5 stars,"My 2011 kindle keyboard started failing at the perfect time. The week of amazon prime day, my keyboard started to randomly reset itself everytime I woke it up. I took advantage of the prime sales and got a new paperwhite. The first one I received had a barely noticeable dead pixel. While it was superficial, I would have never been able to forget about it! The exchange process was fast and painless. The best thing about the paperwhite is the built-in lights! The only thing I miss about my kindle keyboard is that I was either to turn the page front or back, on both sides of the kindle. I hold it with my left hand and it would be a nice addition if I could turn the page forward on the left side. Maybe a software update could add this feature? Either way, I love it."
Karen G.,5.0 out of 5 stars,"I love this Kindle. The size for me is perfect. This is actually my 3rd Kindle, and this is by far my favorite. The build in light is so nice and easy to adjust for the setting your reading in. The price is excellent as well. I had a case that belonged to my 2nd Kindle (did not have a lighted screen), so I did not have to purchase another cover. However, I strongly recommend that you have a cover for your Kindle - it is a nice protector for it."
auburn,4.0 out of 5 stars,"I like the white screen and the readability of the text and the font options. However, I find the space around some controls too narrow, for example, the control to see all the titles, and space to move from one page of titles to another. Perhaps for the latter there could be a narrow free space on the laft and right sides.f"
Nichol Cassoni,5.0 out of 5 stars,"SO I have this already for myself and I have reviewed for me with flying colors I myself love it, however this is a gift for my BF who has a hard time seeing at night and with print. This is perfect as the back light is terrific (and isolated to the screen) as needed and automatic. He can also adjust the font size, type, and switch from black to white background."
jvana15,1.0 out of 5 stars,"I purchased this December 2018, and it is April 25, 2019 and it completely froze up last night. I purchased the warranty, but not sure who to contact or what to do to unfreeze the kindle.
I would not purchase this again, since it is unusable at this time. Fortunately I have another kindle e-reader that I purchased in 2017 and it is still working."
Joseph L. Gartner,5.0 out of 5 stars,"A few years ago I tried ebooks on my laptop but didn't like them. This year, for Xmas, my son bought my wife and I a Kindle Paperwhite. So far I've read two books on it and its great. I like being able to adjust font, light, and etc. I like that it automatically saves my place. The screen is very easy on my older eyes. Light weight. No more bulky piles of books.... Very long battery life."
Prplhall,5.0 out of 5 stars,I have two candles from the one that started out heavy to this nice lightweight one I love that the battery life is so much longer and I like that just by shutting the case it save my spot and turns off pretty impressed with this and I like the size and portability and of course I got it in purple my favorite color. Would definitely think about purchasing another one of these.
Kattie Moua,5.0 out of 5 stars,"I was really nervous about buying a Kindle as I love reading from regular books. After several reviews, I decided to take a chance on this Kindle. I am so glad that I did! I love how light it is and how I can put it in my bag or purse without adding a ton on extra weight. The touch screen lags a little and sometimes I have to press really hard (almost tapping it) to get it to do what I want, but overall it's minor and manageable. I've only had it for one week so I haven't been able to explore all the features, but I love it so far. Highly recommend."
TK,2.0 out of 5 stars,"It seems that my wife has had many problems with the Paper white, causing me to have to reset it several times. It doesn't seem to remember where she was in a book and turns itself off without her touching the power button. This is like the fifth Kindle that I have bought her and all of them have failed, usually just after the warranty period."
LuvMyKindle67,5.0 out of 5 stars,"As an avid reader, I really enjoy the Kindle products. This is my 3rd Kindle in about 7 years. I love having the ability to hold hundreds of books in one hand - you never know what reading mood you may be in. I love the paperwhite backlight. The non glare screen has always been a favorite feature. Being waterproof is an extra bonus, I won't be as paranoid about being in the pool. It is rare that I ever leave my house without my Kindle, as you never know when you are going to need it. Fits easily in most purses."
ken,4.0 out of 5 stars,"I purchased the waterproof Kindle Paperwhite to use by the pool and at the lake. I have not tested nor do I plan to test the claim of waterproofing, but the product functions, just not well. The lag is horrible while turning pages and while attempting to navigate the other functions. My wife and I have owned 5 other Kindles and have enjoyed them. This particular Kindle has left me disappointed. I'm sure my new Kindle is just one of the random defective devices out of the factory. I work in manufacturing so I understand defects happens. Amazon has always been a great customer service company so I'm sure they would replace it."
Susan K.,5.0 out of 5 stars,"I have an older one and wanted to upgrade. Got the bigger memory. Its just a touch different in size and will not fit in my old case...so be sure you order the correct case for the model Kindle you have. As soon as I registered it, everything from my older one transferred over to the new one. Glad I got the new one!"
Angela e. Terry,4.0 out of 5 stars,"I bought this to free up some space on my iPad. Overall I am happy with the purchase, I just wished the OS had some features that are with the OS Kindle app for the iPad. I am also disappointed that the screen is not in color; I know I am just reading text but I would like to see the book covers in color.

UPDATE: The touchscreen is a little slow when it comes to highlighting text and typing in notes is downright frustrating. Battery life is AWESOME!!!"
Kindle Customer,4.0 out of 5 stars,"Love my paperwhite. Meets every requirement for me. I read between 50-70 books per year and the greyscale makes it much easier on my eyes.

The reason I only gave 4 rather than 5 stars is because 2 days after I bought this version, Amazon put the bigger version with 4 times the storage space on sale for just about the same price. That was sneaky Amazon!!!"
h.a.87,5.0 out of 5 stars,"First time Kindle user. I always read books in my iPhone and wow. Kindle rocks! Couple of useful things to know:

- it fits on your back pocket of your pants perfectly. (Guys pants, I should say)

- I didn’t know how e-ink works. The screen does that flashing thing when turn pages etc. I thought there was something wrong. It’s not. That’s how it works and it’s the way you get that paper like look.

- it doesn’t tire your eyes at all like reading on an iPhone.

- the whole reading experience is amazing. It’s really close to holding an actual book without the bulkiness of the book. It’s especially great when you read in subway.

- it helped me to get back to reading regularly. I keep finding myself reading at night instead of watching mindless tv."
Livy,5.0 out of 5 stars,"This is my third kindle, I had the first and second generation. I had to get a new one, as the battery was not holding a charge very long anymore. I love this paperwhite! It is a lot brighter and lighter. It took a while for me to figure out the navigation, but it was not difficult."
Mary D,5.0 out of 5 stars,Be careful so you don't accidentally purchase a book you don't mean to buy. Amazon was on the spot when I contacted them and promptly processed a refund. Very happy with this Kindle. I usr this to borrow books from my library which I previously borrowed on my tablet. I only wish I didn't have load it to my phone and Bluetooth it over. Maybe there is a way that I don't know about?
Michael McCormack,1.0 out of 5 stars,"This is my second new kindle and it had the same issue as the first after only a month. The built in light remains a dull yellow like an old book no matter what setting number you put it on. I would recommend keeping the old one. On a side note the first one happened in less then a month and they tried to replace it with a refurbished one, in other words I paid full price for a refurbished item. They did send a new one and same problem."
Mt. MacMan,3.0 out of 5 stars,I had high hopes this would be a wonderful upgrade from my 5 year old paperwhite but the unfortunate truth is that all the added features do not make up for the glitching touch screen and stuttering page turns. It is on its way back to Amazon and I’ll stick with my reliable paperwhite. Upgrades should be improvements and not loose the basic functions for fancier but not necessary features.
Steph ABC,4.0 out of 5 stars,"This is my first ereader. I have previously used the Kindle app to read on my phone, and I realize it's probably not fair to compare the two experiences, but I have been a little disappointed in the responsiveness of the touchscreen and the quality of the light. I've been very pleased with the battery life, though, i have had it 2 weeks, used it almost daily, and have not charged it yet."
M. Ferguson,5.0 out of 5 stars,"This is my 3rd kindle over many many years. My older model started to have battery issues (shortened life) and I decided to go ahead and treat myself to an upgrade! Love the lights. Still lightweight, easy to use and perfect for those who like to read. I have not had a Kindle I haven't loved, ever! So go ahead, treat yourself or a loved one."
Joyce Fuhr,5.0 out of 5 stars,"I read daily and this Kindle is wonderful. Even though I'm not the most ""tech"" savy senior, I am loving it. I like not needing to have a light on to read in bed. I usually read myself to sleep and it's so easy to just close the kindle and nod off. I like being able to take it with me to appointments, etc."
Nilda,5.0 out of 5 stars,Love the kindle book. Bit better than buying books and reading it a few times and stop. I can pick the book I want. When I finish reading take it of my kindle and pick a new one. It have lots of options than bookstores and the library. Some books sells for cheap when downloading than paper. And there are other books are free.
Artist in the Hood,5.0 out of 5 stars,"All my life I have read in the bathtub. Yes, I ruin books but I like books. I thought I would hate reading the kindle in the bathtub but it turns out that I much prefer it to a paper book.

This is my 4th kindle and I do not like the interface as much as #2 - before it all got fancy - and sometimes the page will advance without me swiping but still, for the price, it is so worth it!"
Wolfsph,5.0 out of 5 stars,"I always enjoyed to read at bedtime, however I couldn’t fall asleep either because of the background lighting or the lamp...
However, since I have the Kindle Paperwhite, at bedtime I invert the paper colors to black and white in the Accessibility settings, so I can read as much as I feel like without worrying about not being able to fall asleep afterwards.
It’s also great to have so many books available without having to carry their weight.
The only trick thing is to use its touch screen when in VoiceView mode...
I already bought another Kindle Paperwhite to my family.
We highly recommend it!"
Bill S.,3.0 out of 5 stars,I love my Paperwhite for reading. My disappointment with the current version is the inability to accept an audio book from the public library. The ability to play a recorded book is limited to a subscription to Audible and the purchase of books. I was hoping to use the expanded feature without attaching to another service.
Chris,5.0 out of 5 stars,"Never having had an e-reader, this thing is awesome! It is responsive, intuitive, and compact (sometimes it's so light I forget it's in my pocket). The backlight reminds me of the old indiglo Timex watches; it is uniform and illuminates the entire screen evenly and the adjustable brightness is a great feature so you don't scald your retinas while reading in the dark. The pixel density is also amazing... The words are nearly indistinguishable from printed letters. It's quite amazing. And I received my Kindle as an early Christmas gift the day after Thanksgiving. I have only charged it twice in 4 weeks (and the second time was entirely unnecessary, I just plug everything in to charge before traveling.)"
D. Maxwell,2.0 out of 5 stars,"Slow, buggy. I've had several Kindles, going back to the first model. This one is genuinely the worst I've had. Slow to wake, and often freezes and lags."
SarBear,5.0 out of 5 stars,"LOVE THIS THING. I left my first one on an airplane and am leaving to go on vacation next week. The airline is still looking but I cant wait. I bought another one and if the first one is found I will just gift it.

I have read more since buying a Kindle than I have in years. Easy on the eyes - battery lasts for ever. Downloading books is a breeze."
Patrick I.,1.0 out of 5 stars,"For the price, this device was awful for us. The first unit we received hung up during setup and stopped responding altogether. The recommended remedy to reset it seemed to have bricked it. Thankfully Amazon sent a replacement. The replacement unit was able to make it past setup but very sluggish. Ultimately it also stopped responding. I don't think it was our use as we have several iPads, Android tablets, and laptops that have worked for years without issue. We even have a tablet with phone capabilities that cost less than this did. We just decided not worth trouble and returned everything."
Margaret A. Baker,5.0 out of 5 stars,This is my first Kindle. It’s so light and small. I just love it. I needed something that I could use on the beach and outside. It works perfect. It’s like using a paper book. I have had no problems yet downloading any book. I’m very pleased. I have only had it for a month so I guess the jury is still out. But right now the verdict is wonderful!!
Amazon Customer,5.0 out of 5 stars,"I bought this as an as an alternative to reading on my tablet. I like everything about it; the adjustable backlight, the adjustable font, the fact that you can easily hold it with one hand. The battery life is good too. If you like to read, you need to get inevif these."
cdwlarson,5.0 out of 5 stars,"I like the long battery life but can’t stand that you’ll be in the middle of reading and it will log you out to the home screen to push an update. And it happens all the time. Why can’t we set it to update when it’s not being used. Anyway, if the battery life wasn’t what it is, I’d dump this in a minute."
CheerMomMT,3.0 out of 5 stars,"I just upgraded to the Kindle Paperwhite version 10 (2018) from the version 7. I like the size, weight, and storage capacity. Unfortunately, the touch screen doesn't work as well for me although I'm sure I can figure out how to make it work better.

The system doesn't go to sleep right without a case or either of the 2 cases I've used. Now, I have to turn the screen off manually EVERY time I stop using it. Otherwise, the battery drains and the battery doesn't stay charged as long as my v7 device even in airplane mode.

I wouldn't purchase this particular model of the Paperwhite again. If you are looking to purchase a Kindle, wait until the next hardware revision. Maybe they'll fix these issues in the next version."
Me,1.0 out of 5 stars,"Product is terrible. On/off button located directly in holding position. Inadvertently turns off constantly. Product design is terrible, I hoped case would rectify situation and protect on /off button from inadvertant shut offs. Unfortunately case does not improve situation. Two chances, both failed. Ridiculous to not design on/off at top of device."
Rubark Established 2014,5.0 out of 5 stars,I was always skeptical and hesitant about trying any form of e-books and e-readers. I have always preferred an actual paper edition as it helped me comprehend the content better. I decided to give the Kindle a try considering how well known it is. I made the right choice! It truly gives the impression of reading an actual book with the adjustable white color settings for the screen.
SSN,5.0 out of 5 stars,Light options for the screen are great but a little difficult to find the black screen/white print for reading at night in bed. Battery life is longer and it is light weight so carrying it in my purse is a breeze. Sometimes it is a little difficult to find books in the library but i now have it down! Enjoy!
Gomojo99,1.0 out of 5 stars,"Won't go into everything but this is junk. 1st one reboots randomly back to square one every 15 mins. Complete junk. 2nd replacement and it does the same thing. Complete junk X2. Jeff, forget about flying Blue Origin to Mars and spend your profits on your customers. JEFF<> HELP ME PLEASE!!!!!!!!!!!!!!!!!!"
Amber,3.0 out of 5 stars,"Top review mentioned a pinhole and go figure I have two. This product is too expensive (especially with the extra cost of removing ads smh) to have this -apparently common- issue. I gave three stars because for a device where you’re constantly staring at the screen, this can be extremely annoying for many people."
Ayana,5.0 out of 5 stars,"I loooove my kindle! This is the first e-reader I’ve ever owned. At first I was pretty apprehensive because I was worried I wouldn’t like reading on a screen. The way the kindle is backlit makes it easy on the eyes. The screen resolution is great. I love the convenience of its size... sometimes, depending on where I’m going, I don’t always want to bring a huge book in a small bag with me. I also spend a lot of time commuting by bus and train, so it’s nice to be able to bring books with me regardless of the size of the bag I happen to have with me that day. The battery life is great, I’ve only had to charge it once in the several weeks that I’ve had it. Overall it’s been a great addition to my lifestyle."
Daniel C,5.0 out of 5 stars,I have nothing but great things to say about the Kindle Paperwhite. One of my favorite things about the Kindle is being able to read longer without feeling eye fatigue. It’s a very easy to use device and makes reading ultra convenient. Strong battery life as well. I feel it’s definitely worth the price.
